Area: 1218, x: [98292, 50082], y: [98292, 51299]
Area: 4276204856, x: [8187, 73207], y: [75583, 9760]
Area: 4341873536, x: [8187, 73207], y: [76618, 9760]
Area: 4288359712, x: [8187, 73207], y: [76618, 10542]
Area: 4347516416, x: [8187, 73207], y: [77562, 10542]
Area: 4283898624, x: [8187, 73207], y: [77562, 11459]
Area: 4335767784, x: [8187, 73207], y: [78402, 11459]
Area: 4309085704, x: [8187, 73207], y: [78402, 11839]
Area: 4385183264, x: [8187, 73207], y: [79642, 11839]
Area: 4331448352, x: [8187, 73207], y: [79642, 12591]
Area: 4390064991, x: [8187, 73207], y: [80609, 12591]
Area: 4297653243, x: [8187, 73207], y: [80609, 13867]
Area: 4328332540, x: [8187, 73207], y: [81126, 13867]
Area: 4298281260, x: [8187, 73207], y: [81126, 14279]
Area: 4372296084, x: [8187, 73207], y: [82382, 14279]
Area: 4292832168, x: [8187, 73207], y: [82382, 15350]
Area: 4331423454, x: [8187, 73207], y: [83049, 15350]
Area: 4287254284, x: [8187, 73207], y: [83049, 15940]
Area: 4351795320, x: [8187, 73207], y: [84176, 15940]
Area: 4281124620, x: [8187, 73207], y: [84176, 16870]
Area: 4325913330, x: [8187, 73207], y: [84971, 16870]
Area: 4248206910, x: [8187, 73207], y: [84971, 17882]
Area: 4286935110, x: [8187, 73207], y: [85671, 17882]
Area: 4228511420, x: [8187, 73207], y: [85671, 18636]
Area: 4282483128, x: [8187, 73207], y: [86660, 18636]
Area: 4212798216, x: [8187, 73207], y: [86660, 19524]
Area: 4258161196, x: [8187, 73207], y: [87505, 19524]
Area: 4153618754, x: [8187, 73207], y: [87505, 20842]
Area: 4169119090, x: [8187, 73207], y: [87801, 20842]
Area: 4120394710, x: [8187, 73207], y: [87801, 21454]
Area: 4183120558, x: [8187, 73207], y: [89013, 21454]
Area: 4087744698, x: [8187, 73207], y: [89013, 22634]
Area: 4110300702, x: [8187, 73207], y: [89459, 22634]
Area: 4006108716, x: [8187, 73207], y: [89459, 23916]
Area: 4019171096, x: [8187, 73207], y: [89724, 23916]
Area: 3957283754, x: [8187, 73207], y: [89724, 24675]
Area: 4008680201, x: [8187, 73207], y: [90783, 24675]
Area: 3909894189, x: [8187, 73207], y: [90783, 25871]
Area: 3927219531, x: [8187, 73207], y: [91149, 25871]
Area: 3844837272, x: [8187, 73207], y: [91149, 26864]
Area: 3877324416, x: [8187, 73207], y: [91850, 26864]
Area: 3803449104, x: [8187, 73207], y: [91850, 27747]
Area: 3845591451, x: [8187, 73207], y: [92777, 27747]
Area: 3732154920, x: [8187, 73207], y: [92777, 29088]
Area: 3733831480, x: [8187, 73207], y: [92815, 29088]
Area: 3669767327, x: [8187, 73207], y: [92815, 29845]
Area: 3723840988, x: [8187, 73207], y: [94062, 29845]
Area: 3622936688, x: [8187, 73207], y: [94062, 31020]
Area: 3638715000, x: [8187, 73207], y: [94436, 31020]
Area: 3531247500, x: [8187, 73207], y: [94436, 32266]
Area: 3538617060, x: [8187, 73207], y: [94616, 32266]
Area: 3431876010, x: [8187, 73207], y: [94616, 33501]
Area: 3438467372, x: [8187, 73207], y: [94782, 33501]
Area: 3352044564, x: [8187, 73207], y: [94782, 34499]
Area: 3383747235, x: [8187, 73207], y: [95601, 34499]
Area: 3272905015, x: [8187, 73207], y: [95601, 35767]
Area: 3274140568, x: [8187, 73207], y: [95634, 35767]
Area: 3169377864, x: [8187, 73207], y: [95634, 36965]
Area: 3177170109, x: [8187, 73207], y: [95849, 36965]
Area: 3084597981, x: [8187, 73207], y: [95849, 38021]
Area: 3110706735, x: [8187, 73207], y: [96591, 38021]
Area: 3010013440, x: [8187, 73207], y: [96591, 39160]
Area: 3026492672, x: [8187, 73207], y: [97075, 39160]
Area: 2910848083, x: [8187, 73207], y: [97075, 40461]
Area: 2902497598, x: [8187, 73207], y: [96820, 40461]
Area: 2802075276, x: [8187, 73207], y: [96820, 41594]
Area: 2819210064, x: [8187, 73207], y: [97362, 41594]
Area: 2715141672, x: [8187, 73207], y: [97362, 42761]
Area: 2728416564, x: [8187, 73207], y: [97798, 42761]
Area: 2611920964, x: [8187, 73207], y: [97798, 44061]
Area: 2596647936, x: [8187, 73207], y: [97274, 44061]
Area: 2488851456, x: [8187, 73207], y: [97274, 45271]
Area: 2489633692, x: [8187, 73207], y: [97302, 45271]
Area: 2385367972, x: [8187, 73207], y: [97302, 46441]
Area: 2398858540, x: [8187, 73207], y: [97806, 46441]
Area: 2289342900, x: [8187, 73207], y: [97806, 47663]
Area: 2286200865, x: [8187, 73207], y: [97683, 47663]
Area: 2177819998, x: [8187, 73207], y: [97683, 48874]
Area: 2176092284, x: [8187, 73207], y: [97612, 48874]
Area: 2068065676, x: [8187, 73207], y: [97612, 50082]
Area: 1972291998, x: [8020, 73207], y: [98041, 51299]
Area: 1863095312, x: [8020, 73207], y: [98041, 52512]
Area: 1860860144, x: [8020, 73207], y: [97933, 52512]
Area: 1751434806, x: [8020, 73207], y: [97933, 53729]
Area: 1750616688, x: [8020, 73207], y: [97891, 53729]
Area: 1640164000, x: [8020, 73207], y: [97891, 54958]
Area: 1641204250, x: [8020, 73207], y: [97948, 54958]
Area: 1536436965, x: [8020, 73207], y: [97948, 56123]
Area: 1527706530, x: [8020, 73207], y: [97437, 56123]
Area: 1418080062, x: [8020, 73207], y: [97437, 57349]
Area: 1418032485, x: [8020, 73207], y: [97434, 57349]
Area: 1303938945, x: [8020, 73207], y: [97434, 58625]
Area: 1307205537, x: [8020, 73207], y: [97658, 58625]
Area: 1200535127, x: [8020, 73207], y: [97658, 59815]
Area: 1196463655, x: [8020, 73207], y: [97354, 59815]
Area: 1089976335, x: [8020, 73207], y: [97354, 61007]
Area: 1086486849, x: [8020, 73207], y: [97068, 61007]
Area: 988354851, x: [8020, 73207], y: [97068, 62109]
Area: 981429075, x: [8020, 73207], y: [96444, 62109]
Area: 881685675, x: [8020, 73207], y: [96444, 63237]
Area: 876929508, x: [8020, 73207], y: [95967, 63237]
Area: 772711128, x: [8020, 73207], y: [95967, 64422]
Area: 770330122, x: [8020, 73207], y: [95696, 64422]
Area: 656350022, x: [8020, 73207], y: [95696, 65722]
Area: 656694378, x: [8020, 73207], y: [95742, 65722]
Area: 552391731, x: [8020, 73207], y: [95742, 66911]
Area: 550389285, x: [8020, 73207], y: [95424, 66911]
Area: 478804590, x: [8020, 73207], y: [95424, 67730]
Area: 471929700, x: [8020, 73207], y: [94169, 67730]
Area: 351492000, x: [8020, 73207], y: [94169, 69128]
Area: 352295760, x: [8020, 73207], y: [94366, 69128]
Area: 274842501, x: [8020, 73207], y: [94366, 70025]
Area: 271732710, x: [8020, 73207], y: [93389, 70025]
Area: 159641900, x: [8020, 73207], y: [93389, 71338]
Area: 159501650, x: [8020, 73207], y: [93314, 71338]
Area: 94250975, x: [8020, 73207], y: [93314, 72103]
Area: 92952600, x: [8020, 73207], y: [92139, 72103]
Area: 6813720, x: [8020, 73207], y: [92139, 73287]
Area: 6785208, x: [8020, 73207], y: [91787, 73287]
Area: 109568544, x: [8020, 73207], y: [91787, 74514]
Area: 109168296, x: [8020, 73207], y: [91481, 74514]
Area: 184951792, x: [8020, 73207], y: [91481, 75422]
Area: 183070408, x: [8020, 73207], y: [90632, 75422]
Area: 288980274, x: [8020, 73207], y: [90632, 76704]
Area: 288056802, x: [8020, 73207], y: [90368, 76704]
Area: 359206338, x: [8020, 73207], y: [90368, 77568]
Area: 355263090, x: [8020, 73207], y: [89464, 77568]
Area: 429785265, x: [8020, 73207], y: [89464, 78483]
Area: 425489787, x: [8020, 73207], y: [88650, 78483]
Area: 486204930, x: [8020, 73207], y: [88650, 79236]
Area: 480096540, x: [8020, 73207], y: [87637, 79236]
Area: 593074482, x: [8020, 73207], y: [87637, 80655]
Area: 591793254, x: [8020, 73207], y: [87465, 80655]
Area: 628338414, x: [8020, 73207], y: [87465, 81115]
Area: 617692900, x: [8020, 73207], y: [86119, 81115]
Area: 731406500, x: [8020, 73207], y: [86119, 82571]
Area: 729617785, x: [8020, 73207], y: [85928, 82571]
Area: 781660997, x: [8020, 73207], y: [85928, 83239]
Area: 770825357, x: [8020, 73207], y: [84848, 83239]
Area: 855951889, x: [8020, 73207], y: [84848, 84347]
Area: 849077892, x: [8020, 73207], y: [84231, 84347]
Area: 877657392, x: [8020, 73207], y: [84231, 84722]
Area: 862248984, x: [8020, 73207], y: [82893, 84722]
Area: 935026512, x: [8020, 73207], y: [82893, 85694]
Area: 925598072, x: [8020, 73207], y: [82138, 85694]
Area: 964214071, x: [8020, 73207], y: [82138, 86215]
Area: 949175667, x: [8020, 73207], y: [80982, 86215]
Area: 1008129771, x: [8020, 73207], y: [80982, 87023]
Area: 995708288, x: [8020, 73207], y: [80083, 87023]
Area: 1057034752, x: [8020, 73207], y: [80083, 87874]
Area: 1044273592, x: [8020, 73207], y: [79213, 87874]
Area: 1114542070, x: [8020, 73207], y: [79213, 88861]
Area: 1102346825, x: [8020, 73207], y: [78434, 88861]
Area: 1146637860, x: [8020, 73207], y: [78434, 89490]
Area: 1129572228, x: [8020, 73207], y: [77386, 89490]
Area: 1167377243, x: [8020, 73207], y: [77386, 90035]
Area: 1148899001, x: [8020, 73207], y: [76288, 90035]
Area: 1191498857, x: [8020, 73207], y: [76288, 90659]
Area: 1173330284, x: [8020, 73207], y: [75247, 90659]
Area: 1252323184, x: [8020, 73207], y: [75247, 91834]
Area: 1238966908, x: [8020, 73207], y: [74530, 91834]
Area: 1227593527, x: [8020, 73207], y: [74530, 91663]
Area: 1199944941, x: [8020, 73207], y: [73032, 91663]
Area: 1271849319, x: [8020, 73207], y: [73032, 92769]
Area: 1256492364, x: [8020, 73207], y: [72247, 92769]
Area: 1279614444, x: [8020, 73207], y: [72247, 93129]
Area: 1256065458, x: [8020, 73207], y: [71065, 93129]
Area: 1293262598, x: [8020, 73207], y: [71065, 93719]
Area: 1271354714, x: [8020, 73207], y: [69997, 93719]
Area: 1326019310, x: [8020, 73207], y: [69997, 94601]
Area: 1305758245, x: [8020, 73207], y: [69050, 94601]
Area: 1298556587, x: [8020, 73207], y: [69050, 94483]
Area: 1269407097, x: [8020, 73207], y: [67680, 94483]
Area: 1277938620, x: [8020, 73207], y: [67680, 94626]
Area: 1251399240, x: [8020, 73207], y: [66441, 94626]
Area: 1319168760, x: [8020, 73207], y: [66441, 95786]
Area: 1299343520, x: [8020, 73207], y: [65563, 95786]
Area: 1275002408, x: [8020, 73207], y: [65563, 95363]
Area: 1243650253, x: [8020, 73207], y: [64148, 95363]
Area: 1287992163, x: [8020, 73207], y: [64148, 96153]
Area: 1264402647, x: [8020, 73207], y: [63120, 96153]
Area: 1297408146, x: [8020, 73207], y: [63120, 96752]
Area: 1271507546, x: [8020, 73207], y: [62020, 96752]
Area: 1248125113, x: [8020, 73207], y: [62020, 96319]
Area: 1216806998, x: [8020, 73207], y: [60665, 96319]
Area: 1237075708, x: [8020, 73207], y: [60665, 96704]
Area: 1210029510, x: [8020, 73207], y: [59514, 96704]
Area: 1222903260, x: [8020, 73207], y: [59514, 96954]
Area: 1194856872, x: [8020, 73207], y: [58333, 96954]
Area: 1233246454, x: [8020, 73207], y: [58333, 97717]
Area: 1206112777, x: [8020, 73207], y: [57226, 97717]
Area: 1191449091, x: [8020, 73207], y: [57226, 97419]
Area: 1160722794, x: [8020, 73207], y: [55957, 97419]
Area: 1173378426, x: [8020, 73207], y: [55957, 97683]
Area: 1144226319, x: [8020, 73207], y: [54766, 97683]
Area: 1130622942, x: [8020, 73207], y: [54766, 97392]
Area: 1100656488, x: [8020, 73207], y: [53527, 97392]
Area: 1105844400, x: [8020, 73207], y: [53527, 97506]
Area: 1076708700, x: [8020, 73207], y: [52328, 97506]
Area: 1087520096, x: [8020, 73207], y: [52328, 97750]
Area: 1058067296, x: [8020, 73207], y: [51128, 97750]
Area: 1063843902, x: [8020, 73207], y: [51128, 97884]
Area: 1033983522, x: [8020, 73207], y: [49918, 97884]
Area: 1006338480, x: [8020, 73207], y: [48689, 97950]
Area: 976571448, x: [8020, 73207], y: [47486, 97950]
Area: 963784140, x: [8020, 73207], y: [47486, 97626]
Area: 934602240, x: [8020, 73207], y: [46291, 97626]
Area: 945088768, x: [8020, 73207], y: [46291, 97900]
Area: 914344738, x: [8020, 73207], y: [45046, 97900]
Area: 917343925, x: [8020, 73207], y: [45046, 97981]
Area: 886622925, x: [8020, 73207], y: [43806, 97981]
Area: 876316269, x: [8020, 73207], y: [43806, 97693]
Area: 847029817, x: [8020, 73207], y: [42610, 97693]
Area: 839488979, x: [8020, 73207], y: [42610, 97475]
Area: 810293372, x: [8020, 73207], y: [41407, 97475]
Area: 792697896, x: [8020, 73207], y: [41407, 96948]
Area: 765655758, x: [8020, 73207], y: [40268, 96948]
Area: 746080615, x: [8020, 73207], y: [40268, 96341]
Area: 720493305, x: [8020, 73207], y: [39162, 96341]
Area: 709468683, x: [8020, 73207], y: [39162, 95987]
Area: 683202190, x: [8020, 73207], y: [38009, 95987]
Area: 689470100, x: [8020, 73207], y: [38009, 96196]
Area: 659284230, x: [8020, 73207], y: [36696, 96196]
Area: 650423037, x: [8020, 73207], y: [36696, 95887]
Area: 623659457, x: [8020, 73207], y: [35516, 95887]
Area: 598114744, x: [8020, 73207], y: [35516, 94958]
Area: 577037056, x: [8020, 73207], y: [34547, 94958]
Area: 582422240, x: [8020, 73207], y: [34547, 95161]
Area: 552541485, x: [8020, 73207], y: [33186, 95161]
Area: 535251756, x: [8020, 73207], y: [33186, 94474]
Area: 513133036, x: [8020, 73207], y: [32146, 94474]
Area: 494120960, x: [8020, 73207], y: [32146, 93686]
Area: 474009600, x: [8020, 73207], y: [31164, 93686]
Area: 471810825, x: [8020, 73207], y: [31164, 93591]
Area: 445636485, x: [8020, 73207], y: [29880, 93591]
Area: 440695899, x: [8020, 73207], y: [29880, 93365]
Area: 415618103, x: [8020, 73207], y: [28636, 93365]
Area: 405371454, x: [8020, 73207], y: [28636, 92868]
Area: 383310690, x: [8020, 73207], y: [27514, 92868]
Area: 366311050, x: [8020, 73207], y: [27514, 91996]
Area: 349043040, x: [8020, 73207], y: [26595, 91996]
Area: 335148192, x: [8020, 73207], y: [26595, 91248]
Area: 317611368, x: [8020, 73207], y: [25623, 91248]
Area: 302771196, x: [8020, 73207], y: [25623, 90405]
Area: 287223300, x: [8020, 73207], y: [24719, 90405]
Area: 279875300, x: [8020, 73207], y: [24719, 89965]
Area: 260485137, x: [8020, 73207], y: [23562, 89965]
Area: 248843430, x: [8020, 73207], y: [23562, 89216]
Area: 233521860, x: [8020, 73207], y: [22605, 89216]
Area: 227366568, x: [8020, 73207], y: [22605, 88794]
Area: 208738908, x: [8020, 73207], y: [21410, 88794]
Area: 196151368, x: [8020, 73207], y: [21410, 87854]
Area: 184213248, x: [8020, 73207], y: [20595, 87854]
Area: 175171104, x: [8020, 73207], y: [20595, 87135]
Area: 161506755, x: [8020, 73207], y: [19614, 87135]
Area: 148856610, x: [8020, 73207], y: [19614, 86044]
Area: 140319340, x: [8020, 73207], y: [18949, 86044]
Area: 134340630, x: [8020, 73207], y: [18949, 85497]
Area: 120451800, x: [8020, 73207], y: [17819, 85497]
Area: 113689800, x: [8020, 73207], y: [17819, 84807]
Area: 101868381, x: [8020, 73207], y: [16800, 84807]
Area: 90857007, x: [8020, 73207], y: [16800, 83553]
Area: 86004264, x: [8020, 73207], y: [16331, 83553]
Area: 82130872, x: [8020, 73207], y: [16331, 83087]
Area: 69690693, x: [8020, 73207], y: [15072, 83087]
Area: 61875969, x: [8020, 73207], y: [15072, 81979]
Area: 56691126, x: [8020, 73207], y: [14481, 81979]
Area: 51851088, x: [8020, 73207], y: [14481, 81230]
Area: 43931400, x: [8020, 73207], y: [13494, 81230]
Area: 39190050, x: [8020, 73207], y: [13494, 80364]
Area: 33012696, x: [8020, 73207], y: [12631, 80364]
Area: 28741984, x: [8020, 73207], y: [12631, 79438]
Area: 23775080, x: [8020, 73207], y: [11834, 79438]
Area: 19509910, x: [8020, 73207], y: [11834, 78320]
Area: 16748350, x: [8020, 73207], y: [11294, 78320]
Area: 13571600, x: [8020, 73207], y: [11294, 77350]
Area: 10534048, x: [8020, 73207], y: [10561, 77350]
Area: 7801398, x: [8020, 73207], y: [10561, 76275]
Area: 6027516, x: [8020, 73207], y: [9983, 76275]
Area: 4362044, x: [8020, 73207], y: [9983, 75427]
Area: 2287630, x: [8020, 73207], y: [9049, 75427]
Area: 1350330, x: [8020, 73207], y: [9049, 74517]
Area: 220248, x: [8020, 73207], y: [8187, 74517]
Area: 354090, x: [8020, 73207], y: [7731, 71987]
Area: 564050, x: [8020, 73207], y: [7731, 71263]
Area: 3028365, x: [8020, 73207], y: [6464, 71263]
Area: 4846941, x: [8020, 73207], y: [6464, 70095]
Area: 6085915, x: [8020, 73207], y: [6066, 70095]
Area: 8390860, x: [8020, 73207], y: [6066, 68916]
Area: 9914520, x: [8020, 73207], y: [5711, 68916]
Area: 12661110, x: [8020, 73207], y: [5711, 67727]
Area: 14371182, x: [8020, 73207], y: [5399, 67727]
Area: 17087574, x: [8020, 73207], y: [5399, 66691]
Area: 21682059, x: [8020, 73207], y: [4694, 66691]
Area: 26316570, x: [8020, 73207], y: [4694, 65298]
Area: 23959390, x: [8020, 73207], y: [4992, 65298]
Area: 27215565, x: [8020, 73207], y: [4992, 64223]
Area: 32579610, x: [8020, 73207], y: [4395, 64223]
Area: 36985200, x: [8020, 73207], y: [4395, 63008]
Area: 38535600, x: [8020, 73207], y: [4243, 63008]
Area: 42770738, x: [8020, 73207], y: [4243, 61887]
Area: 48216139, x: [8020, 73207], y: [3762, 61887]
Area: 52803082, x: [8020, 73207], y: [3762, 60810]
Area: 61642856, x: [8020, 73207], y: [3049, 60810]
Area: 67524732, x: [8020, 73207], y: [3049, 59627]
Area: 71653356, x: [8020, 73207], y: [2745, 59627]
Area: 77857932, x: [8020, 73207], y: [2745, 58451]
Area: 83288508, x: [8020, 73207], y: [2377, 58451]
Area: 90168544, x: [8020, 73207], y: [2377, 57232]
Area: 92277376, x: [8020, 73207], y: [2245, 57232]
Area: 99404960, x: [8020, 73207], y: [2245, 55998]
Area: 99232860, x: [8020, 73207], y: [2255, 55998]
Area: 106209720, x: [8020, 73207], y: [2255, 54788]
Area: 109009560, x: [8020, 73207], y: [2103, 54788]
Area: 116046062, x: [8020, 73207], y: [2103, 53599]
Area: 125985055, x: [8020, 73207], y: [1980, 52353]
Area: 133421526, x: [8020, 73207], y: [1980, 51122]
Area: 122290182, x: [8020, 73207], y: [2484, 51122]
Area: 128081884, x: [8020, 73207], y: [2484, 50076]
Area: 2002953616, x: [8020, 73207], y: [94607, 50076]
Area: 2120973060, x: [8020, 73207], y: [94607, 48713]
Area: 137220990, x: [8020, 73207], y: [2419, 48713]
Area: 144005012, x: [8020, 73207], y: [2419, 47502]
Area: 145341724, x: [8020, 73207], y: [2367, 47502]
Area: 152109562, x: [8020, 73207], y: [2367, 46305]
Area: 147024895, x: [8020, 73207], y: [2556, 46305]
Area: 153779635, x: [8020, 73207], y: [2556, 45069]
Area: 160448578, x: [8020, 73207], y: [2319, 45069]
Area: 167296680, x: [8020, 73207], y: [2319, 43868]
Area: 161898120, x: [8020, 73207], y: [2503, 43868]
Area: 168872872, x: [8020, 73207], y: [2503, 42604]
Area: 175973000, x: [8020, 73207], y: [2271, 42604]
Area: 183022500, x: [8020, 73207], y: [2271, 41378]
Area: 179998650, x: [8020, 73207], y: [2366, 41378]
Area: 186417075, x: [8020, 73207], y: [2366, 40243]
Area: 167758885, x: [8020, 73207], y: [2932, 40243]
Area: 173280450, x: [8020, 73207], y: [2932, 39158]
Area: 149275200, x: [8020, 73207], y: [3637, 39158]
Area: 154382560, x: [8020, 73207], y: [3637, 37993]
Area: 143289835, x: [8020, 73207], y: [3952, 37993]
Area: 148551052, x: [8020, 73207], y: [3952, 36700]
Area: 153479632, x: [8020, 73207], y: [3817, 36700]
Area: 158516024, x: [8020, 73207], y: [3817, 35502]
Area: 149089524, x: [8020, 73207], y: [4067, 35502]
Area: 153427062, x: [8020, 73207], y: [4067, 34405]
Area: 131658579, x: [8020, 73207], y: [4628, 34405]
Area: 135635175, x: [8020, 73207], y: [4628, 33233]
Area: 122163600, x: [8020, 73207], y: [4965, 33233]
Area: 125262384, x: [8020, 73207], y: [4965, 32219]
Area: 94889535, x: [8020, 73207], y: [5706, 32219]
Area: 97790230, x: [8020, 73207], y: [5706, 30966]
Area: 91580656, x: [8020, 73207], y: [5853, 30966]
Area: 93547032, x: [8020, 73207], y: [5853, 30059]
Area: 52857525, x: [8020, 73207], y: [6796, 30059]
Area: 54443900, x: [8020, 73207], y: [6796, 28764]
Area: 50043944, x: [8020, 73207], y: [6895, 28764]
Area: 51405278, x: [8020, 73207], y: [6895, 27555]
Area: 37024583, x: [8020, 73207], y: [7210, 27555]
Area: 37859913, x: [8020, 73207], y: [7210, 26525]
Area: 6722352, x: [8020, 73207], y: [7877, 26525]
Area: 6825744, x: [8020, 73207], y: [7877, 25807]
Area: 49439243, x: [8020, 73207], y: [9062, 25807]
Area: 50890056, x: [8020, 73207], y: [9062, 24416]
Area: 53280864, x: [8020, 73207], y: [9111, 24416]
Area: 54498444, x: [8020, 73207], y: [9111, 23301]
Area: 80849340, x: [8020, 73207], y: [9639, 23301]
Area: 82155060, x: [8020, 73207], y: [9639, 22495]
Area: 132259504, x: [8020, 73207], y: [10627, 22495]
Area: 135511680, x: [8020, 73207], y: [10627, 21248]
Area: 154113360, x: [8020, 73207], y: [10985, 21248]
Area: 156456500, x: [8020, 73207], y: [10985, 20458]
Area: 208362500, x: [8020, 73207], y: [11969, 20458]
Area: 210764100, x: [8020, 73207], y: [11969, 19850]
Area: 273939972, x: [8020, 73207], y: [13153, 19850]
Area: 280732254, x: [8020, 73207], y: [13153, 18527]
Area: 297792726, x: [8020, 73207], y: [13465, 18527]
Area: 301860888, x: [8020, 73207], y: [13465, 17780]
Area: 357011748, x: [8020, 73207], y: [14460, 17780]
Area: 363736152, x: [8020, 73207], y: [14460, 16736]
Area: 401290032, x: [8020, 73207], y: [15125, 16736]
Area: 405717070, x: [8020, 73207], y: [15125, 16113]
Area: 468749950, x: [8020, 73207], y: [16229, 16113]
Area: 474808930, x: [8020, 73207], y: [16229, 15375]
Area: 530849107, x: [8020, 73207], y: [17198, 15375]
Area: 542855239, x: [8020, 73207], y: [17198, 14067]
Area: 569350407, x: [8020, 73207], y: [17646, 14067]
Area: 577658508, x: [8020, 73207], y: [17646, 13204]
Area: 630102004, x: [8020, 73207], y: [18520, 13204]
Area: 634701442, x: [8020, 73207], y: [18520, 12766]
Area: 708742892, x: [8020, 73207], y: [19745, 12766]
Area: 721172452, x: [8020, 73207], y: [19745, 11706]
Area: 765330888, x: [8020, 73207], y: [20463, 11706]
Area: 768193008, x: [8020, 73207], y: [20463, 11476]
Area: 851469476, x: [8020, 73207], y: [21812, 11476]
Area: 867607286, x: [8020, 73207], y: [21812, 10306]
Area: 909122606, x: [8020, 73207], y: [22472, 10306]
Area: 916450277, x: [8020, 73207], y: [22472, 9799]
Area: 988165856, x: [8020, 73207], y: [23603, 9799]
Area: 993121568, x: [8020, 73207], y: [23603, 9481]
Area: 1071951867, x: [8020, 73207], y: [24840, 9481]
Area: 1086872094, x: [8020, 73207], y: [24840, 8594]
Area: 1143797028, x: [8020, 73207], y: [25721, 8594]
Area: 1148629674, x: [8020, 73207], y: [25721, 8321]
Area: 1228959780, x: [8020, 73207], y: [26959, 8321]
Area: 1248183880, x: [8020, 73207], y: [26959, 7306]
Area: 1303014344, x: [8020, 73207], y: [27791, 7306]
Area: 1316340672, x: [8020, 73207], y: [27791, 6632]
Area: 1384714224, x: [8020, 73207], y: [28818, 6632]
Area: 1391848281, x: [8020, 73207], y: [28818, 6289]
Area: 1471348053, x: [8020, 73207], y: [30006, 6289]
Area: 1483155072, x: [8020, 73207], y: [30006, 5752]
Area: 1557019392, x: [8020, 73207], y: [31101, 5752]
Area: 1560158544, x: [8020, 73207], y: [31101, 5616]
Area: 1645121688, x: [8020, 73207], y: [32358, 5616]
Area: 1664057430, x: [8020, 73207], y: [32358, 4838]
Area: 1732632540, x: [8020, 73207], y: [33361, 4838]
Area: 1745607644, x: [8020, 73207], y: [33361, 4326]
Area: 1822342192, x: [8020, 73207], y: [34475, 4326]
Area: 1820014064, x: [8020, 73207], y: [34475, 4414]
Area: 1909927822, x: [8020, 73207], y: [35782, 4414]
Area: 1935442019, x: [8020, 73207], y: [35782, 3495]
Area: 2004945880, x: [8020, 73207], y: [36779, 3495]
Area: 2008454600, x: [8020, 73207], y: [36779, 3373]
Area: 2094561155, x: [8020, 73207], y: [38012, 3373]
Area: 2111297249, x: [8020, 73207], y: [38012, 2815]
Area: 2190348588, x: [8020, 73207], y: [39135, 2815]
Area: 2170901088, x: [8020, 73207], y: [39135, 3440]
Area: 2267111160, x: [8020, 73207], y: [40514, 3440]
Area: 2290865005, x: [8020, 73207], y: [40514, 2709]
Area: 2367920412, x: [8020, 73207], y: [41607, 2709]
Area: 2364259320, x: [8020, 73207], y: [41607, 2818]
Area: 2452035650, x: [8020, 73207], y: [42854, 2818]
Area: 2483247810, x: [8020, 73207], y: [42854, 1922]
Area: 2562090126, x: [8020, 73207], y: [43960, 1922]
Area: 2563455884, x: [8020, 73207], y: [43960, 1884]
Area: 2651113080, x: [8020, 73207], y: [45189, 1884]
Area: 2641671900, x: [8020, 73207], y: [45189, 2138]
Area: 2730367260, x: [8020, 73207], y: [46437, 2138]
Area: 2725526592, x: [8020, 73207], y: [46437, 2264]
Area: 2812291104, x: [8020, 73207], y: [47660, 2264]
Area: 2824500532, x: [8020, 73207], y: [47660, 1956]
Area: 2910287940, x: [8020, 73207], y: [48864, 1956]
Area: 2997072876, x: [8020, 73207], y: [50082, 1956]
Area: 3083786560, x: [8020, 73207], y: [51299, 1956]
Area: 3096207920, x: [8020, 73207], y: [51299, 1669]
Area: 3184487046, x: [8020, 73207], y: [52533, 1669]
Area: 3185065728, x: [8020, 73207], y: [52533, 1656]
Area: 3273146240, x: [8020, 73207], y: [53764, 1656]
Area: 3241444955, x: [8020, 73207], y: [53764, 2349]
Area: 3323853972, x: [8020, 73207], y: [54927, 2349]
Area: 3331171620, x: [8020, 73207], y: [54927, 2193]
Area: 3419514280, x: [8020, 73207], y: [56171, 2193]
Area: 3378633232, x: [8020, 73207], y: [56171, 3042]
Area: 3456096496, x: [8020, 73207], y: [57275, 3042]
Area: 3466932816, x: [8020, 73207], y: [57275, 2822]
Area: 3555830334, x: [8020, 73207], y: [58538, 2822]
Area: 3554011650, x: [8020, 73207], y: [58538, 2858]
Area: 3640753200, x: [8020, 73207], y: [59771, 2858]
Area: 3625434608, x: [8020, 73207], y: [59771, 3154]
Area: 3708308490, x: [8020, 73207], y: [60954, 3154]
Area: 3666013425, x: [8020, 73207], y: [60954, 3953]
Area: 3738869685, x: [8020, 73207], y: [62006, 3953]
Area: 3734496738, x: [8020, 73207], y: [62006, 4034]
Area: 3819649932, x: [8020, 73207], y: [63237, 4034]
Area: 3798225348, x: [8020, 73207], y: [63237, 4422]
Area: 3877191676, x: [8020, 73207], y: [64385, 4422]
Area: 3874429742, x: [8020, 73207], y: [64385, 4471]
Area: 3961313310, x: [8020, 73207], y: [65649, 4471]
Area: 3927772650, x: [8020, 73207], y: [65649, 5053]
Area: 4001652670, x: [8020, 73207], y: [66733, 5053]
Area: 3979987204, x: [8020, 73207], y: [66733, 5422]
Area: 4058686750, x: [8020, 73207], y: [67894, 5422]
Area: 4036054000, x: [8020, 73207], y: [67894, 5800]
Area: 4114382096, x: [8020, 73207], y: [69056, 5800]
